Recipe_Index,Title,Ingredients,Instructions,Image_Name,Count,Rating
10,Pork Volcánes al Pastor,"['1 (2-lb.) piece skinless, boneless pork shoulder (Boston butt)', '7 guajillo chiles, seeds removed', '3 morita chiles, seeds removed', '4 garlic cloves', '⅓ cup fresh orange juice', '¼ cup fresh lime juice', '3 Tbsp. achiote (annatto) paste', '1 Tbsp. Diamond Crystal or 1½ tsp. Morton kosher salt', '8 (6""-diameter) corn tortillas', '4 Tbsp. extra-virgin olive oil', '12 oz. quesillo (Oaxaca cheese), coarsely grated', 'Chopped white onion', 'coarsely chopped cilantro', 'and lime wedges (for serving)']","Place pork shoulder on a parchment-lined rimmed baking sheet and freeze, uncovered, until almost completely frozen, about 2 hours. Using a very sharp knife, thinly slice pork (shoot for about ⅛"" thick). Transfer to a large bowl.
Meanwhile, bring guajillo and morita chiles and 1 cup water to a boil in a medium saucepan. Cover, remove from heat, and let sit 30 minutes to allow chiles to soften.
Transfer chiles and soaking liquid to a blender. Add garlic, orange juice, lime juice, achiote paste, and salt; purée until smooth. Pour over pork and toss to coat. Cover and let sit at room temperature 2 hours, or chill up to 6 hours.
Place a rack in middle of oven; preheat to 177°C. Evenly space out tortillas on a baking sheet and bake until lightly toasted and very crisp (edges will curl and pucker), 35–45 minutes.
Heat 1 Tbsp. oil in a large nonstick skillet over high until smoking. Spread about one-fourth of pork across skillet in a single layer; cook, undisturbed, until browned underneath, about 2 minutes. Turn over and cook, undisturbed, until browned underneath and cooked through, about 2 minutes. Transfer to a platter and wipe out skillet. Working in 3 batches, repeat process with remaining pork and 3 Tbsp. oil.
Increase oven temperature to 260°C. Divide pork among tostadas and top with quesillo; bake until cheese is melted, 8–10 minutes. Top with onion and cilantro and serve with lime wedges.",pork-volcanes-al-pastor,0,
11,Crispy Tofu Balls,"['1 (19-ounce) package firm tofu', '⅓ cup finely chopped scallions', '5 ⅓ teaspoons mushroom bouillon', '4 tablespoons fresh corn, off the cob', '2 pinches ground white pepper', 'Spicy aioli, for garnish and dip', '1 cup all-purpose flour', '1 ¼ cups water', '2 ¼ teaspoons mushroom bouillon', '1 (12-ounce) package green glutinous rice flakes (aka com dep xanh)', '½ cup cornstarch']","Pressing the tofu is the most important step, so I’m going to give y’all (I grew up in Texas, so I have the liberty to use “y’all” liberally) three pressing options. The first step before you press is the same: Drain the liquid from the box of tofu. Then press.
Method 1: (Easiest) Use a tofu-pressing machine! I spotted one of these in Torrance, California, at a little Japanese grocery store. You place a block of tofu in between two plates and turn a small crank to compress it. Though it will press only one block at a time—the boxes of tofu we use come four to a box—you can set it and forget it (but do it three more times if you plan on using all the tofu).
Method 2: (Most common) Use two similar-size plates or relatively flat surfaces. Lay out the blocks of tofu flat in a single layer on one of the plates, and then put the second plate on top of the tofu. Press the tofu by placing at least 10 pounds of weight on top of the second plate.
Method 3: (Most “professional”) We still prepare the tofu this way at our restaurant, which is, without question, the most efficient way to prepare larger servings. Lay baking racks/grates inside baking sheets, then cover racks with clean (lint-free) towels or, as we did successfully for four years, with neatly folded aprons laid in a single layer as level and as flat as possible across the racks. Yup, towels or aprons, plural. Because tofu holds so much moisture, the liquid constantly spills over, and we’ve found very few people who just live to clean. To absorb the moisture, and to create much less of a mess, we started using layers of cloth.
Lay out the tofu on the covered racks in a single layer, organized as tightly as possible. Make sure the tofu doesn’t hang over the sides of the sheets or it won’t be pressed evenly. Next, lay another towel/apron on top of the layer of tofu, again, flat and level. Then lay another equal-size baking sheet + covered rack + tofu on top of that. Repeat the same steps as needed. The top layer should be a baking sheet on which you place 30 to 40 pounds of “stuff” to press down on all the layers. No matter how many layers you stack, the tofu should flatten out only slightly, not be completely crushed.
Processing the tofu is far simpler than pressing it, though like pressing, there are three different ways to do it. Start with a bowl or a large (22-quart) plastic container made by and known as a Cambro (if you have one of those lying around), and do one of the following:
Method 1: Use a food mill, which is what we use. This is by far the easiest way to process tofu and get the most consistent texture (and it’s a great method for mashing anything).
Method 2: Use a potato masher. Just mash away, but you’ll still need to use the third option to smash out any little lumps that the masher doesn’t, um, well, mash.
Method 3: Mash everything with your hands. (This is the most common way.)
Process the tofu until it is a consistent, almost pasty texture. If you go with No. 2 or No. 3, make sure to smash out all lumps from the tofu or else the seasoning won’t evenly distribute throughout the mix and, later, the balls.
Add chopped scallions, mushroom bouillon, corn, and ground white pepper to the (hopefully) evenly processed tofu. Stick your hands in (maybe with gloves) and mix all the ingredients. Taste some of the mix from different areas of the bowl/container to make sure it’s evenly seasoned. It should taste savory, with little bits of scallion and corn in every bite.
Now it’s ball-rolling time! Scoop out a tablespoon of the tofu mixture, hand-pack it tightly into the spoon, then level out the spoon with your finger. Assertively shake or scoop out the mix into your hand while mostly keeping it in one piece. Firmly clench the tofu by making a fist, packing it very tightly so it doesn’t fall apart.
Continue by shaping into a ball, either with one hand or by lightly tossing the ball back and forth between both hands like you’re playing catch with yourself. Lightly roll the tofu between your hands, moving your hands in an alternating clockwise motion, like you would forming a meatball, only more gently to smooth out any cracks. Tofu is very docile; the more you do it, the better you’ll get the feel of it (like most things in life). Place tofu balls on a plate or (ideally) a baking sheet rack.
Optional: Refrigerate the balls overnight, uncovered. This will firm them up.
Add flour, water, and mushroom bouillon to a bowl. Mix together. It should not be lumpy; the consistency should be not too thin and consistently thick enough to adhere, but not so thick it doesn’t drip off your finger.
Empty the green rice flakes into a separate bowl or catering pan, then mix in half of the dry cornstarch with flakes. Next, drop balls into flour paste. Shake off excess paste (we highly recommend using a kitchen “spider” strainer to do this), then roll balls around in the flakes until they’re fully coated. Gently clench the balls to pack one last bit of flakes onto the balls. If flakes start to drop off the balls, mix in more of the remaining cornstarch to dry flakes, then try again.
Set balls on a rack.
Optional: If you plan on making more and hate waste like we do, clean and dry your hands, then sift through all the flakes. Throw out any moist clumps of flakes. Store dry flakes in a closed container, then refrigerate until your next tofu ball–rolling party!
Optional: Refrigerate the fully flaked balls uncovered (and preferably elevated on a rack) overnight. This will give the flakes more time to adhere and dry out, which is important in giving the balls more puff, crunch, and an overall prettier look after frying.
Add at least 2 inches of oil to a pot, bring to 177°C over high heat, then fry the balls for about 3 to 4 minutes, or until the flakes puff up bright green and any exposed tofu turns a slight golden color. If the balls start turning brown, the oil’s too hot or you’re frying them for too long. If the balls look oily or wet after frying, either the temperature is too low or you’re frying too many balls at once, which lowers the temperature of the oil too quickly.
Remove from oil, shake off excess, drip dry on a rack. Plate and top with spicy aioli and more aioli on the side to dip.",crispy-tofu-balls,0,
12,Ultimate Green Curry (Gaeng Khiaw Wan Gai),"['2 tablespoons vegetable oil or coconut cream', '1 cup green curry paste (homemade or storebought)', '1 pound boneless chicken thighs, sliced 1 inch thick', '1 (13.5-ounce) can coconut milk', '1 cup cubed eggplant (½-inch cubes)', '½ cup whole Thai basil leaves', '¼ cup thinly sliced fresh long red Thai chiles', '4 makrut lime leaves, torn 3 or 4 times to release their oils', '3 tablespoons palm sugar, or to taste', '3 tablespoons fish sauce, or to taste', 'Steamed jasmine rice', 'rice noodles', 'or roti']","In a medium saucepan, heat the oil over medium heat until sizzling (or if using coconut cream, heat it until bubbling). Add the curry paste and cook, stirring, just until fragrant and the color has intensified, about 1 minute. Watch carefully so it doesn’t burn.
Add the chicken and stir to coat in the curry paste, then pour in the coconut milk and bring to a boil. Add the eggplant, lower the heat to maintain a simmer, and simmer until the chicken and eggplant are cooked through, about 8 minutes. Remove from the heat and stir in the Thai basil, chiles, and lime leaves. Stir in the sugar and fish sauce until the sugar has dissolved. Serve hot over jasmine rice or rice noodles or with roti for dipping.",thai-green-curry-chicken-gaeng-khiaw-wan-gai,0,
13,Tartiflette,"['1kg (about 2 lbs.) Maris Piper potatoes, peeled and cut into slices about 1.5cm thick', '2 tablespoons sunflower oil', '1 large Spanish onion, thinly sliced', '250g (about 2 cups) pancetta, sliced into strips', '4 garlic cloves, chopped', '100ml (about ½ cup) dry white wine', '1 bay leaf', '200ml (about 1 cup) heavy cream', '""450g (about 1 lb.) Reblochon cheese', 'cut into ½ cm (about ¼ in.)-thick slices', 'dont remove the rind""']","Cook the sliced potatoes in a large pan of boiling salted water for 10-12 minutes, until just tender but not breaking up. Drain and set aside.
Meanwhile, heat the oil in a large, ovenproof frying pan (or an ovenproof dish), then add the onion and cook for 8-10 minutes until translucent. Add the pancetta and cook for another 5 minutes, then stir in the garlic. Continue on the heat, stirring occasionally, until the bacon is cooked through and the onions turn lightly golden.
Drain off any excess fat. Raise the heat, then pour the white wine into the pan and add the bay leaf. Cook for a couple of minutes, stirring to deglaze the pan, until the wine has reduced by about a third. Add the cream and simmer until that has reduced by about a third too. Remove the pan from the heat and add the potatoes, stirring carefully to coat them with the creamy mixture - it doesn't matter if they start to break up a little. Remove the bay leaf and season the mixture to taste.
Nestle about two-thirds of the chunks of cheese in among the potatoes and onions, then scatter the rest over the top. Transfer the pan to the oven and bake for about 15 minutes at 180°C/Gas Mark 4, until golden brown and bubbling.
Leave to settle for a few minutes, then serve with a salad of vinaigrette-dressed Little Gems and a few cornichons to cut through the creaminess of the Reblochon.
Enjoy with a Burgundian oaked Chardonnay such as St Véran.",tartiflette-potato-cheese-gratin,0,
14,Silken Tofu With Soy-Sauced Tomatoes,"['1 cup (½ pint) cherry tomatoes, halved', '1 tablespoon soy sauce', '1 teaspoon olive oil', 'Freshly ground black pepper', '1 block silken tofu, about 12 ounces, chilled', 'Toasted sesame oil', 'Thinly sliced scallions (optional)', 'Thinly sliced basil (optional)']","In a small saucepan or skillet, combine the tomatoes, soy sauce, olive oil, and many grinds of black pepper. Place over low heat and cook for 5 to 7 minutes, just until the tomatoes start to soften and juices collect in the pan.
Carefully cut the tofu into 2 wide slabs (or 4 smaller ones) and place on plates or in shallow bowls. Divide the warm tomatoes on top. Add a judicious drizzle of toasted sesame oil, then sprinkle with scallions and basil, if using. Serve immediately.",silken-tofu-with-soy-sauced-tomatoes,0,
15,"Pineapple, Blackberry, and Basil Smoothie","['1 cup chopped fresh pineapple', '1 cup blackberries', '½ cup basil leaves', '1 cup coconut water', 'Juice of ½ lime']","In a blender, combine all the ingredients and process until smooth.",pineapple-blackberry-and-basil-smoothie-nonalcoholic-drink-michael-symon,0,
16,"Salmon Confit with Lime, Juniper, and Fennel","['2 limes', '½ teaspoon fine sea salt, plus more as needed', '½ teaspoon freshly ground black pepper', '4 dried juniper berries, lightly crushed with a mortar and pestle or the side of a heavy knife', '½ teaspoon fennel seeds, lightly crushed with a mortar and pestle or the side of a heavy knife', '4 (6- to 8-ounce) skinless salmon fillets', '6 sprigs fresh marjoram or thyme', 'Extra-virgin olive oil, as needed', '1 large fennel bulb, with fronds', 'Flaky sea salt', 'for serving']","Heat the oven to 163°C. Finely grate the zest from 1 of the limes and place the zest in a bowl (reserve the lime for later). Stir in the salt, pepper, and crushed juniper berries and fennel seeds. Sprinkle the mixture all over the salmon fillets and place them, packed close together, in a small baking dish (a large loaf pan or an 8-inch cake pan will work).
Thinly slice the remaining lime and lay the slices on the fish. Tuck the marjoram sprigs around the fish. Cover the fish with olive oil—you’ll need at least ½ cup, possibly even 1 cup, to submerge it. Bake the fish until it’s just cooked through, 15 to 20 minutes. (Thinner fillets may take less time—start checking at 10 minutes.)
Remove the fennel fronds from the bulb and chop enough to make ½ cup. Trim the fennel bulb and thinly slice it on a mandoline or with a very sharp knife. In a bowl, toss the fennel fronds and slices with a pinch of fine sea salt. Juice the zested lime and add juice, to taste, to the fennel. Drizzle the fennel with oil. Serve the salmon and fennel sprinkled with flaky sea salt.",salmon-confit-with-lime-juniper-and-fennel,0,
17,Roasted Cabbage Steaks With Crispy Chickpeas and Herby Croutons,"['2 medium purple or green cabbages (4–5 lb. total; second cabbage optional)', '2 tsp. (or more) kosher salt, divided', '1 3/4 tsp. freshly ground black pepper, divided', '2 (14.5-oz.) cans chickpeas, drained, rinsed', '1 tsp. ground cumin', '1/2 cup plus 1 Tbsp. extra-virgin olive oil, divided; plus more for drizzling', '1 1/4 tsp. ground coriander, divided', '1/2 loaf sourdough bread (about 1/2 lb.)', '2 garlic cloves, finely grated, divided', '2 tsp. Dijon mustard, divided', '2 Tbsp. finely chopped parsley, plus whole leaves for serving', '1/2 cup vegan or regular mayonnaise', '2 Tbsp. (or more) fresh lemon juice']","Preheat oven to 218°C. Slice 1 cabbage into 1""-thick steaks. Cut the second cabbage in half (if using). Arrange on a large rimmed baking sheet and drizzle with oil. Turn steaks and halves and drizzle second sides with oil; season with 1 tsp. salt and 1/2 tsp. pepper. Arrange cabbage halves cut side down and roast until golden brown on the bottom and tender, 35–40 minutes. (Reserve cabbage halves for another use. Let cool, then cover and chill.)
Meanwhile, place chickpeas on another rimmed baking sheet and pat dry with a clean towel. Add cumin, 1/4 cup oil, 1 tsp. coriander, 1/2 tsp. salt, and 1/2 tsp. pepper and toss to combine. Roast, stirring once halfway through, until golden and crisp, 20–25 minutes. Transfer to a medium bowl and set aside; reserve baking sheet (no need to wash).
Tear bread into bite-size chunks. Whisk 1/4 cup oil, 1 grated garlic clove, 1 tsp. mustard, 2 Tbsp. chopped parsley, 1/2 tsp. salt, 1/4 tsp. pepper, and remaining 1/4 tsp. coriander in a large bowl to combine. Add torn bread and toss well to coat. As soon as chickpeas are done roasting, transfer bread to reserved baking sheet and roast until golden and crispy, 10–12 minutes.
Whisk mayonnaise, lemon juice, and remaining grated garlic, 1 Tbsp. oil, 1 tsp. mustard, and 1/2 tsp. pepper in a small bowl. Taste and season with salt if needed.
Smear mayonnaise sauce on plates and top with cabbage steaks. Top cabbage with chickpeas and croutons. Drizzle with more mayonnaise sauce, thinning with lemon juice or water if needed to make it pourable. Top with parsley leaves.",roasted-cabbage-steaks-with-crispy-chickpeas-and-herby-croutons,0,
18,Instant Pot Chicken Parmesan Meatballs,"['1 large egg', '2 cups shredded mozzarella cheese (8 ounces)', '1/2 cup grated Parmesan cheese (2 ounces)', '1/2 cup crushed pork rinds or almond meal', '2 tablespoons chopped fresh basil, plus 1/4 cup thinly sliced fresh basil for garnish', '2 cloves garlic, minced', '1 1/2 pounds ground chicken', '4 tablespoons olive oil, divided', '1 tablespoon tomato paste', '1 (14.5-ounce) can whole peeled plum (Italian) tomatoes, undrained', '1 teaspoon dried basil, crushed', '1 teaspoon garlic powder']","In a medium bowl, combine the egg, 1 cup of the mozzarella, the Parmesan, pork rinds, chopped basil, and garlic. Add the chicken and mix gently using your hands to combine. Form into 28 meatballs about 1 1/2 inches in diameter.
Select SAUTÉ on the Instant Pot. When the pot is hot, add 2 tablespoons of the olive oil. Add about half of the meatballs to the hot oil and cook until browned on all sides, turning the meatballs as needed, 6 to 8 minutes. Transfer the meatballs to a plate. Repeat with the remaining meatballs and 2 tablespoons olive oil.
Add the tomato paste to the pot. Cook and stir for 1 minute. Add the canned tomatoes and their juice, breaking them apart as you do so. Stir in the dried basil and garlic powder. Return the meatballs to the pot. Select CANCEL.
Secure the lid on the pot and close the pressure-release valve. Set the pot to HIGH pressure for 10 minutes. At the end of the cooking time, use a natural release to depressurize.
Top the meatballs with the remaining 1 cup mozzarella and let stand until melted before serving with the basil leaves.",instant-pot-chicken-parmesan-meatballs,0,
19,Pansit Palabok (Rice Noodles with Shrimp Sauce),"['½ cup (1 stick/115 g) unsalted butter', '¾ cup (95 g) all-purpose flour', '2 to 3 cups (480 to 720 ml) warm shrimp stock (recipe follows)', 'Fish sauce', '2 tablespoons vegetable oil', '1 tablespoon minced garlic', '1 pound (455 g) raw jumbo shrimp, shells removed and reserved, shrimp halved lengthwise and deveined', '1 pound (455 g) squid bodies, cut into thick rings', '1 pound (455 g) palabok noodles (or rice noodles), cooked, drained, and kept warm', '¼ cup (25 g) crushed pork rinds', '1 cup (300 g) diced smoked tofu', '¼ cup (2.5 g) tinapa or bonito flakes', '1 lemon, cut into quarters', '2 tablespoons vegetable oil', '1 large white onion, sliced', '2 tablespoons minced garlic', 'Shrimp shells from 1 pound (455 g) shrimp', '½ cup (140 g) annatto seeds', '4 ounces (115 g) crab paste with bean oil', '3 tablespoons fresh lemon juice', '1 tablespoon fish sauce', '3 bay leaves', '2 tablespoons whole black peppercorns']","In a small saucepan, melt the butter over medium heat, then whisk in the flour and cook, whisking continuously, until the flour and butter are totally combined and have turned a light blond color.
Immediately whisk in 2 cups (480 ml) of the warm stock and bring the mixture to a boil, then stir and simmer over low heat until the sauce thickens, about 10 minutes. If it gets too thick, add a little more stock. Season with fish sauce, then set the sauce aside and keep hot.
In a large skillet, heat the vegetable oil over medium heat. Add the garlic and cook, stirring continuously, for 1 minute. Add the shrimp and squid and cook, stirring often, until the shrimp begin to curl and turn pink, about 5 minutes. Turn off the heat.
Put the warm cooked noodles on a serving platter and spoon the warm sauce over the center of the platter. Top the noodles with the cooked shrimp and squid, alternating shrimp and squid around the platter. Sprinkle on the crushed pork rinds, smoked tofu, and tinapa.
Serve immediately with lemon wedges.
In a stockpot, heat the vegetable oil over medium heat. Add the onion and cook, stirring occasionally and making sure not to let it brown, for 4 minutes, or until soft. Add the garlic and shrimp shells and cook, stirring continuously, until the shells turn pink.
Add the annatto seeds, crab paste, lemon juice, fish sauce, bay leaves, peppercorns, and 12 cups (3 L) water and raise the heat to high. Bring to a boil, reduce the heat to medium, and simmer for 1 hour. Strain the stock, discarding the solids, and set it aside until ready to use or refrigerate it overnight. Reheat it gently before making the sauce.
Leftover stock can be stored in an airtight container in the refrigerator for up to 1 week or in the freezer for up to a month.",pansit-palabok-rice-noodles-with-shrimp-sauce-pancit-filipino-dish,0,
20,Rice Noodles and Tofu in Peanut Sauce,"['3 Tbsp. peanut or vegetable oil', '1 (14–16-oz.) package firm or extra-firm tofu, drained, cut into 2x1/2"" planks', '2 medium bell peppers, seeds and ribs removed, sliced into thin strips', '8 oz. flat wide brown or white rice noodles', '1/4 cup smooth natural peanut butter', '3 Tbsp. soy sauce or tamari', '3 Tbsp. unseasoned rice vinegar', '2 Tbsp. brown sugar', '1 Tbsp. fish sauce', '2 Tbsp. fresh lime juice', '4 oz. baby spinach', '1/4 cup cilantro leaves', '1/4 cup roasted salted peanuts, chopped', 'Lime wedges (for serving)']","Heat oil in a large skillet over medium-high until hot. Cook tofu in a single layer, undisturbed, until golden brown on one side, about 8 minutes. Turn and continue to cook until golden on the other side, about 6 minutes. Transfer to a paper towel-lined plate.
Cook peppers in same skillet, stirring frequently, until beginning to soften, about 5 minutes.
Meanwhile, cook noodles according to package directions.
Whisk peanut butter, soy sauce, vinegar, brown sugar, fish sauce, and lime juice in a medium bowl to combine.
Toss tofu, noodles, peppers, peanut butter sauce, and spinach in a large bowl. Transfer to a platter. Top with cilantro and peanuts. Serve with lime wedges alongside.",rice-noodles-and-tofu-in-peanut-sauce,0,
21,Spiced Roast Pork with Fennel and Apple Salad,"['15 dried Kashmiri, guajillo, or New Mexico chiles, seeds removed', '5 pieces star anise', '3 Tbsp. fennel seeds', '2 Tbsp. coriander seeds', '2 Tbsp. cumin seeds', '1 Tbsp. peppercorns, preferably Tellicherry', '2 tsp. whole cloves', '6 garlic cloves, smashed', '½ cup apple cider vinegar', '½ cup vegetable oil, divided', '1 (4–5 lb.) boneless pork shoulder (Boston butt), tied', '4–5 tsp. kosher salt, plus more', 'Flaky sea salt', '1 fennel bulb, fronds reserved, bulb cored, very thinly sliced', '1 Honeycrisp or other crunchy not-too-sour apple, very thinly sliced', '2 serrano or red Thai chiles, thinly sliced into rounds', '3 Tbsp. extra-virgin olive oil', 'Small handful of cilantro, finely chopped', 'Kosher salt', 'A spice mill or mortar and pestle']","Cook chiles, star anise, fennel seeds, coriander seeds, cumin seeds, peppercorns, and cloves in a dry small skillet over medium heat, stirring often, until slightly darkened and fragrant, about 2 minutes. Let cool. Set one-fourth of spice mixture aside.
Blend garlic, vinegar, ¼ cup oil, and ¼ cup water in a blender until smooth. Add remaining toasted spices and blend, adding splashes of water if needed to help turn the blades, until chile paste is mostly smooth; some texture is okay.
Season pork with 1 tsp. kosher salt per pound (check the butcher’s sticker on the package to see the weight of what you purchased). Smear half of chile paste all over pork; transfer to a wire rack set inside a rimmed baking sheet or a roasting pan and let sit at room temperature at least 2 hours, or cover and chill up to 12 hours.
Finely grind reserved spice mixture in a spice mill or with mortar and pestle. Transfer to a small skillet; stir in remaining ¼ cup oil. Set over medium heat and cook, stirring, until spices have darkened slightly and are fragrant, about 1 minute. Let spice oil cool, then transfer to an airtight container. Cover and set aside.
Preheat oven to 135°C. Roast pork until paste is darkened and looks dried out and an instant-read thermometer inserted into the center registers 49°C, 1½–2 hours, depending on the size. Make sure to take the temperature in more than one spot as there will be thick and thin parts of the roast. Let rest 2 hours.
Preheat oven to 260°C. Rub pork with reserved chile paste and roast until marinade has formed a fragrant crust and an instant-read thermometer inserted into the thickest part registers 54°C, 8–12 minutes. Transfer pork to a cutting board and let rest 15 minutes. Thinly slice and transfer to a platter. Spoon reserved spice oil over pork; sprinkle with sea salt.
Toss fennel bulb and fronds, apple, lime zest and juice, chiles, and cilantro in a large bowl; season salad with salt. Drizzle oil over and toss to coat. Serve pork with salad.",spiced-roast-pork-with-fennel-and-apple-salad,0,
22,Shishito Pepper–Pistachio Dip,"['⅔ cup raw pistachios', '6 scallions, chopped', '12 oz. shishito peppers (about 5 cups), seeds removed, coarsely chopped', '4 cups carrot tops or parsley leaves with tender stems', '1 toasted nori sheet, coarsely torn', '2 Tbsp. unseasoned rice vinegar', '2 Tbsp. white soy sauce', '½ cup soft tofu (preferably Meiji Supreme)', '¼ cup vegetable oil', 'Crunchy vegetables (such as carrots', 'radishes', 'celery', 'and/or cucumbers; for serving)']","Preheat oven to 177°C. Toast pistachios on a rimmed baking sheet, tossing halfway through, until golden brown, about 5 minutes. Let cool; set aside.
Meanwhile, bring a medium pot of water to a boil. Boil scallions, peppers, and carrot tops until peppers are tender, about 5 minutes. Using a slotted spoon, transfer to a bowl of ice water and let cool. Drain and squeeze out as much excess water with your hands as possible. Transfer to a plate and chill in freezer 5 minutes (this will keep the dip bright green).
Finely grind nori in a blender; transfer to a small bowl. Wipe out blender, then blend vinegar, soy sauce, and reserved nuts in blender until nuts are coarsely chopped. Add chilled vegetable mixture and blend, streaming in oil, until very smooth (this may take up to 4 minutes, depending on your blender). If mixture seems thick, add 1 Tbsp. water to loosen.
Transfer dip to a bowl and sprinkle with nori powder. Serve with vegetables alongside for dipping.",shishito-pepper-pistachio-dip,0,
